apogee_id,telescope,field,teff,logg,fe_h
2M06110456-0620409,apo25m,214-12,5070.594,2.7287,-0.088696
2M14534136+4304352,apo25m,071+60_MGA,4177.705,0.9302247,-1.2391
2M01060002+3749330,apo25m,126-24_btx,4641.771,2.62498,-0.20392
2M19214597+3603358,apo25m,NGC6791_btx,3803.764,0.8522518,-0.6916
2M07590806+3028382,apo25m,189+27_MGA,3811.599,0.7716604,-0.45045
2M07590806+3028382,apo25m,189+27_MGA,3807.143,0.775201,-0.43228
2M15253148+4310574,apo25m,070+54,6234.779,4.269764,-0.11818
2M15253148+4310574,apo25m,070+54,6244.239,4.287469,-0.12322
2M08280790+6302517,apo25m,152+34_btx,4700.563,2.494989,-0.49037
2M01292464+6226479,apo25m,128+00,4611.238,2.568893,-0.049416
2M06180679+1614013,apo25m,195+00,4865.402,2.778088,-0.14185
2M09084935+3820034,apo25m,186+42,5022.005,3.18817,-0.20596
2M22195692-0747186,apo25m,K2_C3_053-50,4544.212,2.087689,-0.17079
2M14524222+4556497,apo25m,080+60,4888,2.924932,-0.074792
2M13405568-4956240,lco25m,311+12,3816.021,0.7348219,-0.78897
2M00542609+6207161,apo25m,124+00,3901.396,0.9553711,-0.24654
2M19180764+5935493,apo25m,CVZ_OB17_btx,4784.263,2.492339,-0.039351
2M19180764+5935493,apo25m,CVZ_OB17_btx,4789.158,2.525529,-0.037498
2M18494759-2808120,apo25m,SGRCNW+02,4405.218,2.409007,0.37925
2M06404300-6258145,lco25m,273-24-O_TESS,4618.426,2.574419,0.11088
2M07001631-6033192,lco25m,270-22-O_TESS,4253.248,1.986682,0.10984
2M07001631-6033192,lco25m,270-22-O_TESS,4258.459,1.999316,0.10093
2M02002914+4954025,apo25m,135-12,4475.683,2.276519,0.037076
2M04460968+0657057,apo25m,191-24_btx,4515.773,1.982189,-0.36263
2M08492491+1144057,apo25m,M67_btx,4889.925,3.167017,0.05782
2M08492491+1144057,apo25m,M67_btx,4870.3,3.101679,0.064216
2M08492491+1144057,apo25m,M67_btx,4891.816,3.152107,0.058879
2M08492491+1144057,apo25m,M67_btx,4882.078,3.087214,0.073822
2M08492491+1144057,apo25m,M67_btx,4877.456,3.094343,0.066853
2M17204578-2445295,apo25m,K2_C11_001+07_btx,3922.16,1.005689,-0.63069
2M06250137-5955102,lco25m,269-26-O_TESS,3711.558,0.8072071,-0.47796
2M04241481+4935022,apo25m,154+00,3852.272,0.8888035,-0.41525
2M00150959+6710197,apo25m,120+04,4807.259,2.485967,-0.1115
2M07441597+3008151,apo25m,191+24_MGA,4717.183,2.445675,-0.025872
2M15302946+4411593,apo25m,072+55_MGA,6156.602,4.276828,0.063708
2M15302946+4411593,apo25m,072+55_MGA,6149.16,4.248937,0.063894
2M15302946+4411593,apo25m,072+55_MGA,6079.438,4.141743,0.020164
2M11054946-7319104,lco25m,296-12,3770.304,0.9310721,-0.049508
2M03593829+5114017,apo25m,150+00,3759.26,0.7260981,-0.92149
2M07375894+3815217,apo25m,182+25,4756.827,2.536359,-0.49881
2M07375894+3815217,apo25m,182+25,4724.974,2.474795,-0.4921
2M06041336+2153064,apo25m,188+00,4685.276,2.351914,-0.31693
2M07515764+2501514,apo25m,196+25_MGA,4677.479,2.474851,0.075758
2M19160249+5812500,apo25m,CVZ_OB03_btx,4151.539,1.529095,-0.278
2M19224506+3644510,apo25m,NGC6791_btx,4176.852,1.661544,0.012274
2M00323168+5133256,apo25m,120-12,4932.094,2.549397,-0.34379
2M08261635-1716384,lco25m,240+12,4773.685,2.413955,-0.11317
2M07530907+2737106,apo25m,194+24_MGA,4605.735,2.173097,-0.38348
2M17152745-1804075,lco25m,005+12,4166.739,1.756204,0.00066185
2M13580362-1340532,apo25m,K2_C6_327+45_btx,4264.144,2.106656,0.1991
2M22094155+4146364,apo25m,094-12,4317.337,1.774472,-0.14323
2M08322280+2333287,apo25m,202+33_MGA,4492.207,2.276916,-0.032121
2M16465523+4817010,apo25m,N6229,4929.181,2.420372,-0.58866
2M06275444+0425299,apo25m,206-04,4954.979,2.568002,0.029984
2M03142600+4844506,apo25m,146-08,4515.762,2.268579,0.17419
2M02183236-0611131,lco25m,173-61,4649.859,2.673702,-0.16458
2M08520184+5102279,apo25m,167+39_MGA,4727.181,2.514008,-0.12835
2M07520218+1823176,apo25m,203+21,4536.14,1.871496,-0.20802
2M07520218+1823176,apo25m,203+21,4539.461,1.934154,-0.21048
2M08530391+2932005,apo25m,196+37_MGA,4728.92,2.49338,-0.2906
2M08530391+2932005,apo25m,196+37_MGA,4726.544,2.527904,-0.31159
2M04081351-0633542,apo25m,197-39_MGA,4629.106,3.003875,0.35377
2M19420115+3916015,apo25m,K20_073+09,4596.837,2.22743,-0.12388
2M06512942-2305504,lco25m,Berkeley75,3769.934,0.659444,-0.54448
2M06424776+0511185,apo25m,206+00,4905.899,2.505394,-0.1372
2M06080791-0656314,apo25m,214-12,3810.31,0.951762,-0.2096
2M08534875-0120382,apo25m,229+26_btx,4858.05,2.543413,-0.47095
2M17190143+3303295,apo25m,055+33_MGA,3959.084,1.099246,-0.55574
2M15533986+0854253,apo25m,020+43_MGA,4651.983,2.560954,-0.2475
2M05425561+1515475,apo25m,191-08,4007.537,1.136035,-0.24871
2M03052994+4835038,apo25m,146-08,5052.021,2.573875,-0.38709
2M07255376+5723081,apo25m,159+26_btx,4933.162,2.431729,-0.38705
2M15260104+0844044,apo25m,013+49_MGA,4869.527,2.47899,-0.34169
2M04445759+0611282,apo25m,191-24_btx,4682.965,1.830645,-0.7282
2M18375088-2856452,apo25m,SGRCMA-04,3645.713,0.7919852,-0.36118
2M19222022+4841435,apo25m,K05_080+14,6395.177,4.275877,-0.12747
2M18012483-4826046,lco25m,345-12,3918.137,1.094183,-0.39379
2M01251041+7318167,apo25m,125+12,3884.816,1.039567,-0.20181
2M22075150-3512088,lco25m,sgr_tidal6,4219.234,1.439014,-0.64679
2M21104467+0015099,apo25m,051-31_MGA,4142.154,1.609898,-0.22222
2M12520603+1117262,apo25m,300+75,6324.573,4.128768,-0.17355
2M06541665-2840006,lco25m,240-12,4811.92,2.315951,-0.23979
2M23052144-0636283,apo25m,K2_C12_067-56_btx,4665.193,1.763074,-0.86782
2M09385252+5047211,apo25m,168+46_MGA,5747.342,3.697446,-0.30544
2M08543965+1229595,apo25m,M67-RV,6147.94,4.303144,0.18057
2M08543965+1229595,apo25m,M67-RV,6180.369,4.335658,0.19335
2M08543965+1229595,apo25m,M67-RV,6183.219,4.343322,0.19435
2M08543965+1229595,apo25m,M67-RV,6192.766,4.360015,0.19783
2M02091917-7231540,lco25m,SMC7,6240.243,4.318831,0.040256
2M10471161+1013498,lco25m,K2_C14_237+55,4537.397,2.326519,0.1399
2M15461250+8611560,apo25m,120+30,4921.023,2.701946,0.039868
2M06474786+1002114,apo25m,203+04-RV_btx,4751.905,2.531836,0.096244
2M06474786+1002114,apo25m,203+04-RV_btx,4749.278,2.616697,0.10184
2M08165664+2237507,apo25m,201+27_MGA,4347.996,1.928791,-0.30068
2M05420416-6032356,lco25m,269-31-O_TESS,4732.366,2.631324,-0.53178
2M08365442+2534448,apo25m,200+34_MGA,4983.776,2.555845,-0.33875
2M08365442+2534448,apo25m,200+34_MGA,4982.458,2.609707,-0.33954
2M16493017+3835283,apo25m,062+39_MGA,6303.983,4.315187,0.09745
2M12015611-1717500,apo25m,286+44,4221.058,1.610301,-0.48539
2M06342582+6837513,apo25m,146+24_btx,4703.633,2.406114,-0.011002
2M10174872+0437060,apo25m,237+48_MGA,6658.35,4.089454,-0.10998
2M05103622+2452202,apo25m,180-08-RV,5143.937,2.786692,-0.23374
2M05103622+2452202,apo25m,180-08-RV,5141.219,2.78458,-0.22825
2M19181408+6712123,apo25m,CVZ_OB10_btx,4637.196,2.404445,0.14343
2M19181408+6712123,apo25m,CVZ_OB10_btx,4629.237,2.398833,0.11233
2M08051828+2638589,apo25m,196+27_MGA,4841.091,2.532038,0.066166
2M08051828+2638589,apo25m,196+27_MGA,4835.455,2.539961,0.069028
2M19333118+4518498,apo25m,K10_079+12,4929.209,3.2252,-0.21607
2M19215975+6116439,apo25m,CVZTILE_092+20_btx,4587.069,2.334685,0.097924
2M19215975+6116439,apo25m,CVZTILE_092+20_btx,4588.078,2.374858,0.10099
2M19301217+3741547,apo25m,K21_071+10,4176.438,1.606126,-0.36227
2M19301217+3741547,apo25m,K21_071+10,4173.071,1.595607,-0.34864
2M05202001-6902244,lco25m,280-33-O,6328.955,4.061542,-0.20781
2M18065691-2907265,lco25m,002-04,4233.732,1.971112,0.28965
2M10420700+0429572,apo25m,241+52_MGA,4647.261,2.412174,0.094173
2M10420700+0429572,apo25m,241+52_MGA,4650.002,2.425085,0.11573
2M20325849+5833486,apo25m,094+12,3978.039,1.173343,-0.27713
2M08372562-2044259,apo25m,129-21_btx,4338.536,1.736779,-0.1414
2M04512872+0706255,apo25m,191-24_btx,4572.655,1.904427,-0.36201
2M04490198+5308497,apo25m,154+04,4920.103,2.551168,-0.22852
2M14401028+5215010,apo25m,091+56_MGA,4370.5,1.746492,-0.40492
2M14401028+5215010,apo25m,091+56_MGA,4374.389,1.744433,-0.40104
2M17524800+6750070,apo25m,CVZ_FILL03_btx,4149.643,1.418943,-0.56803
2M15323562+4214582,apo25m,070+53_MGA,4704.902,2.554762,-0.32299
2M15323562+4214582,apo25m,070+53_MGA,4718.807,2.479614,-0.30568
2M15323562+4214582,apo25m,070+53_MGA,4730.076,2.581672,-0.32349
2M00311502+5602186,apo25m,120-06,4088.573,1.451406,-0.089705
2M06060640+1112275,apo25m,199-04,4376.797,1.673528,-0.41829
2M19215908-2919196,apo25m,K2_C7_009-18,4510.109,2.359534,0.27373
2M06571766-2848343,lco25m,240-12,4796.287,2.467916,-0.12828
2M00215005+7006558,apo25m,120+06,3756.509,0.6966685,-0.49214
2M07020708-2119175,lco25m,Tombaugh2,4635.399,2.368039,0.16351
2M05421769+6709179,apo25m,146+18_btx,4262.998,1.501008,-0.54166
2M20403636-0510532,apo25m,040-27_MGA,4403.975,1.968209,-0.18117
2M08532117+2603365,apo25m,198+38_MGA,5528.15,4.291778,0.16446
2M01063042+3757521,apo25m,126-24_btx,4579.305,1.973526,-0.37659
2M04213447+4925286,apo25m,154+00,4185.21,1.72734,-0.23862
2M19465416+5059184,apo25m,K04_083+13,4315.007,2.220767,0.064148
2M22220449-1235491,lco25m,049-52-O,4368.689,1.757134,-0.41588
2M19554143+1802090,apo25m,M71,4898.443,3.221427,-0.10643
2M23292250+4908383,apo25m,109-12,5058.291,2.840626,-0.075257
2M05341825+3914335,apo25m,169+04,4887.409,2.34665,-0.42517
2M13574730+5152360,apo25m,102+61_MGA,4510.779,2.584089,0.32095
2M00462855+1722544,apo25m,120-45,4713.914,2.261266,-0.42721
2M15053072+2602564,apo25m,040+60,4188.39,1.462389,-0.62612
2M14453267+5023296,apo25m,090+59_MGA,4742.949,2.533467,-0.23014
2M01423635-7413284,lco25m,SMC11,6186.737,4.106822,-0.34139
2M14472305-7331486,lco25m,311-12,3923.307,1.089334,-0.49452
2M18514655-3102384,lco25m,M54SGRC-2,4351.508,1.985551,-0.26052
2M02093556+1253295,apo25m,151-45_MGA,4802.981,2.473997,-0.11732
2M02093556+1253295,apo25m,151-45_MGA,4802.712,2.445319,-0.10992
2M02093556+1253295,apo25m,151-45_MGA,4812.805,2.50533,-0.092569
2M08314353+2959428,apo25m,193+34_MGA,4913.943,2.56658,-0.22083
2M06445547-6825049,lco25m,278-26-O,4663.704,2.344737,-0.66835
2M06445547-6825049,lco25m,278-26-O,4658.828,2.390749,-0.67088
2M15175242+0847441,apo25m,010+51_MGA,4877.357,2.468109,-0.25683
2M18385103-3011364,apo25m,SGRCMA-04,3598.448,0.1988235,-0.21675
2M13371040-1622593,apo25m,320+45,4839.894,2.442336,-0.39014
2M23245668+1437022,apo25m,093-43_MGA,4406.881,1.683584,-0.32567
2M14540721+3758424,apo25m,062+62,5089.333,2.450621,-0.72969
2M14540721+3758424,apo25m,062+62,5074.582,2.35556,-0.7095
2M07191767+7500427,apo25m,139+27_btx,4845.606,2.41286,-0.20685
2M03444552+3108454,apo25m,IC348,5790.542,4.131762,-0.0081897
2M03444552+3108454,apo25m,IC348,5850.593,4.185233,0.021124
2M19482558+4139121,apo25m,K19_076+07,4834.281,2.869446,-0.091294
2M07590998+4100296,apo25m,180+30,4947.322,2.591567,-0.26416
2M07590998+4100296,apo25m,180+30,4961.218,2.568109,-0.24047
2M07590998+4100296,apo25m,180+30,4949.758,2.61015,-0.25813
2M04392678-5954186,lco25m,270-40-O_TESS,4615.619,2.530865,-0.010638
2M22212415-0556024,apo25m,K2_C3_059-48_btx,4642.696,2.259111,-0.44955
2M16212281+5040134,apo25m,080+45,4269.129,1.899551,-0.054797
2M06084200+4319418,apo25m,169+12,4128.87,1.284341,-0.44489
2M05131165+3850107,apo25m,169+00,3732.645,0.6375594,-0.51389
2M15041996+3102238,apo25m,049+60_MGA,4069.654,1.386853,-0.3877
2M15041996+3102238,apo25m,049+60_MGA,4064.763,1.400576,-0.37087
2M15041996+3102238,apo25m,049+60_MGA,4069.005,1.386087,-0.39571
2M15041996+3102238,apo25m,049+60_MGA,4065.71,1.358409,-0.39409
2M01083779+1321023,apo25m,130-48_MGA,4879.209,3.158938,-0.037977
2M19485019+4238152,apo25m,K15_077+10,4396.492,2.289638,0.25963
2M05473423-7059203,lco25m,282-31-O_TESS,6102.917,4.13013,-0.087371
2M05473423-7059203,lco25m,282-31-O_TESS,6067.946,4.187793,-0.081852
2M16575215+3333504,apo25m,058+37_MGA,4234.59,1.670253,-0.38502
2M16575215+3333504,apo25m,058+37_MGA,4234.366,1.708536,-0.37794
2M10594572+2135409,apo25m,219+65_MGA,4561.585,2.383949,-0.34286
2M09091562+2825072,apo25m,199+43_MGA,4151.395,1.273411,-0.73385
2M07005354-6043594,lco25m,270-22-O_TESS,3819.476,0.7611631,-0.53858
2M07005354-6043594,lco25m,270-22-O_TESS,3829.794,0.780102,-0.53163
2M21391663+0021111,apo25m,056-37_MGA,6008.013,4.255089,0.048048
2M06514807-5838157,lco25m,268-23-O_TESS,4798.793,2.797929,-0.10452
2M02063460+1247260,apo25m,150-45,6114.251,3.869887,-0.26146
2M02063460+1247260,apo25m,150-45,6199.482,3.92398,-0.21425
2M02063460+1247260,apo25m,150-45,6147.734,3.910479,-0.24589
2M09402151+3737471,apo25m,187+48_MGA,4821.173,3.244651,-0.0006194101
2M19572007+4343040,apo25m,K14_080+08,3828.475,1.013579,-0.19683
2M16483667+4806302,apo25m,N6229,6375.216,3.999035,-0.24979
2M19570371+4347206,apo25m,K14_080+08,4874.273,3.119283,0.1096
2M16254515-2620462,lco25m,M4,4665.066,1.695393,-1.0189
2M16091608+3609447,apo25m,060+47_MGA,4295.553,1.652053,-0.62789
2M05551778+0620172,apo25m,Berkeley_22_btx,3946.387,0.8577178,-0.48773
2M01472862+6607217,apo25m,128+04,3731.454,0.6310896,-0.39338
2M15345194+4508109,apo25m,073+53_MGA,4517.294,1.667957,-0.741
2M19243336+6458388,apo25m,CVZTILE_096+22_btx,4868.472,2.436659,-0.27403
2M05542869+1119288,apo25m,195-08,4797.378,2.388944,-0.1137
2M02222517+4246487,apo25m,140-18_btx,3824.397,0.8078728,-0.5249
2M06151409+4536387,apo25m,169+12,5027.255,2.595723,-0.14561
2M21455377+5417527,apo25m,098+00,4677.695,2.551347,-0.01008
2M00080115+6928003,apo25m,120+06,3556.105,0.5348816,-0.26245
2M07530348+2634332,apo25m,194+24_MGA,4721.862,3.152823,0.18824
2M07562144+0755360,apo25m,214+18_btx,4362.732,1.862119,-0.14048
2M05232403-2450233,lco25m,M79,4611.188,2.146292,-0.40637
2M04585273+2132018,apo25m,180-12,4690.928,2.715766,0.21047
2M03534651+0915532,apo25m,Tau_M_MGA,4136.232,1.390302,-0.46587
2M07235082+5845429,apo25m,159+26_btx,4624.982,2.115305,-0.20606
2M07235082+5845429,apo25m,159+26_btx,4605.697,2.150622,-0.18617
2M15511420+2722130,apo25m,043+49_btx,4376.957,1.714313,-0.39931
2M15511420+2722130,apo25m,043+49_btx,4372.294,1.723306,-0.39901
2M15511420+2722130,apo25m,043+49_btx,4378.701,1.744657,-0.40731
2M22164584-1025549,lco25m,051-50-O,5520.987,4.101945,0.14071
2M18435237+6038479,apo25m,CVZ_OB07_btx,6714.683,4.049816,-0.13265
2M18435237+6038479,apo25m,CVZ_OB07_btx,6562.41,3.861619,-0.13066
2M07105953+7534099,apo25m,139+27_btx,4702.521,2.409261,0.068781
2M06214844-6124412,lco25m,271-27-O_TESS,4129.833,1.313336,-0.37664
2M06214844-6124412,lco25m,271-27-O_TESS,4131.08,1.354593,-0.3681
2M02333596+0033053,apo25m,169-54_MGA,6252.326,4.279401,-0.099789
2M04121444+1520421,apo25m,K2_C4_179-25_btx,4910.236,2.453886,-0.34938
2M06172604+3346062,apo25m,180+08,4223.443,1.202181,-0.65851
2M06520081-0431551,apo25m,COROTA2-RV,4748.277,2.801896,0.10747
2M06520081-0431551,apo25m,COROTA2-RV,4731.515,2.714589,0.11704
2M09363193+4805020,apo25m,171+48_MGA,4901.689,3.060075,0.041291
2M21443397+4239115,apo25m,090-08,4591.982,2.345599,-0.020367
2M05444491+1429380,apo25m,191-08,3965.802,0.7926428,-0.45893
2M07445627+3252101,apo25m,187+26_MGA,4865.666,2.559177,-0.034308
2M17581143-2409179,apo25m,006+00,3553.621,0.7339392,-0.05619
2M18002450+6155239,apo25m,090+30,4934.422,3.260903,0.011764
2M18002450+6155239,apo25m,090+30,4923.3,3.253582,0.012716
2M08303185+2206159,apo25m,202+31_MGA,4964.771,2.456907,-0.39163
2M08303185+2206159,apo25m,202+31_MGA,4966.022,2.45278,-0.38532
2M03465672+5351242,apo25m,146+00,4265.139,1.609601,-0.23563
2M10045866+4736085,apo25m,169+53_MGA,4755.364,2.413202,-0.098046
2M09312948+0325477,apo25m,230+36_MGA,5117.178,2.833278,-0.13363
2M17504704+5617322,apo25m,CVZ_OB09_btx,4851.911,2.588933,0.075369
2M12131722+0644023,apo25m,279+66,4244.641,1.886339,-0.2071
2M22231069+0109340,apo25m,064-46_MGA,5833.053,3.959887,0.14181
2M00281437+5526375,apo25m,120-06,4429.156,1.657319,-0.34572
2M14042800-0928512,apo25m,330+50_btx,4664.423,2.494548,-0.3657
2M14042800-0928512,apo25m,330+50_btx,4678.211,2.493202,-0.39118
2M08053598+3343171,apo25m,189+29,5869.463,3.760922,-0.27375
2M05162708-3937476,lco25m,N1851,4859.707,2.500163,-0.15262
2M05154319+4642141,apo25m,161+04,3993.558,1.071388,-0.38517
2M16342773+2506181,apo25m,044+42_MGA,4723.908,2.371097,-0.035664
2M16342773+2506181,apo25m,044+42_MGA,4722.801,2.403705,-0.054174
2M16342773+2506181,apo25m,044+42_MGA,4722,2.391688,-0.051312
2M07362643-6156089,lco25m,274-18-O_TESS,4143.766,1.278213,-0.45706
2M15472187+2433110,apo25m,041+50_MGA,4566.312,2.597678,0.10758
2M09083509+7045096,apo25m,142+35_btx,4561.966,2.55533,0.01882
2M14023778+5445494,apo25m,102+59_MGA,4658.36,2.475514,-0.16632
2M14023778+5445494,apo25m,102+59_MGA,4663.399,2.393335,-0.14699
2M14304596+4715426,apo25m,084+62_MGA,4520.214,2.517145,0.018977
2M17285616+6130277,apo25m,090+34_MGA,6403.289,4.176367,-0.090592
2M18350996-2902403,apo25m,SGRCMA-04,4051.081,1.596129,-0.015176
2M14584574+4923162,apo25m,086+57_MGA,4682.43,2.523775,-0.043411
2M14584574+4923162,apo25m,086+57_MGA,4691.521,2.570432,-0.042747
2M06370510+7419457,apo25m,140+24_btx,4788.817,2.592119,-0.60122
2M03581939+3908503,apo25m,158-12,4409.379,1.958158,-0.04186
2M08163097+2651091,apo25m,197+29_MGA,4453.632,2.177391,0.15776
2M08163097+2651091,apo25m,197+29_MGA,4448.622,2.15763,0.16665
2M08163097+2651091,apo25m,197+29_MGA,4466.382,2.206165,0.15691
2M06292569+1230377,apo25m,199+00,4209.366,1.483921,-0.27967
2M04484895+3324245,apo25m,169-08,6512.965,3.931815,-0.092479
2M19435498+2454560,apo25m,060+00,3531.801,0.2752709,-0.39763
2M07334693-6419387,lco25m,276-19-O,4677.836,2.371164,-0.17895
2M07334693-6419387,lco25m,276-19-O,4678.615,2.395969,-0.16817
2M06551444+1708024,apo25m,198+08,4666.618,2.42181,0.049619
2M11225505-0238376,apo25m,K2_C1_264+52_btx,6223.442,4.348845,0.019691
2M18511941-2929205,apo25m,SGRCNW+02,4438.188,1.980221,-0.076589
2M08020927+1723018,apo25m,204+22,4361.79,1.9205,0.026075
2M01093704+0336198,lco25m,K2_C8_133-60,4914.434,2.39375,-0.38178
2M11102698-1219157,apo25m,266+44,4928.433,2.559864,-0.54867
2M19313386+3740119,apo25m,K21_071+10,4886.439,2.581098,-0.083251
2M17274776+5728008,apo25m,085+35_MGA,4813.188,2.488458,-0.090321
2M06433655-7447430,lco25m,286-27-O_TESS,4511.398,2.377793,-0.12725
2M14573260+3226221,apo25m,051+60_btx,4312.911,1.769868,-0.60275
2M14573260+3226221,apo25m,051+60_btx,4317.658,1.747097,-0.62353
2M14573260+3226221,apo25m,051+60_btx,4313.4,1.737231,-0.59692
2M02465689-1309334,apo25m,190-60,6086.271,4.158116,-0.13687
2M13432238-1630141,lco25m,320+45,5965.282,4.250901,-0.033005
2M07131428-2828542,lco25m,240-08,4520.261,2.0264,-0.10157
2M15220647+0944509,apo25m,015+50_MGA,4840.577,2.578566,-0.12888
2M15220647+0944509,apo25m,015+50_MGA,4832.512,2.539231,-0.12166
2M20060171+4434172,apo25m,K14_080+08,4386.44,1.874234,-0.044956
2M08192102+1402311,apo25m,K2_C18_210+25_btx,4995.305,2.663732,-0.18106
2M19391069+4852060,apo25m,K04_083+13,4569.686,2.059711,-0.55336
2M11475863-0027268,apo25m,272+58,5833.714,4.114421,-0.12269
2M09003536+0036280,apo25m,228+29_MGA,3920.683,1.179387,-0.21086
2M16152797+2514137,apo25m,043+44_MGA,4823.276,2.92784,0.12706
2M16152797+2514137,apo25m,043+44_MGA,4812.463,2.930611,0.11722
2M08303783+1058007,apo25m,K2_C18_214+26_btx,4176.991,1.652593,-0.12499
2M04473876+3916415,apo25m,165-04,4391.977,1.727136,-0.3943
2M11035102-0649468,apo25m,261+48,6174.809,3.895539,-0.058943
2M07263840+0239138,apo25m,214+08,4185.271,1.491752,-0.30285
2M06591602-7317173,lco25m,284-26-O_TESS,4095.745,1.433484,-0.226
2M04392456+2349033,apo25m,TAUL1536,4863.16,2.49387,-0.15162
2M13260041-4734308,lco25m,Omegacen,4061.117,0.425924,-1.3852
2M07031622-0503266,apo25m,218+00,5029.769,2.762209,-0.12732
2M08410664+1110144,apo25m,K2_C5_215+29_btx,4276.951,1.890304,0.088284
2M08410664+1110144,apo25m,K2_C5_215+29_btx,4274.442,1.885196,0.089108
2M16140911+5004326,apo25m,080+45_MGA,6214.146,3.877967,-0.14
2M16140911+5004326,apo25m,080+45_MGA,6189.506,3.843511,-0.16012
2M17284995-2643469,lco25m,000+05-O,5845.371,4.126154,0.23654
2M17284995-2643469,lco25m,000+05-O,5797.889,4.107593,0.21582
2M19405489+4420190,apo25m,K15_077+10,4597.638,2.654914,0.13557
2M08404608+1918346,apo25m,NGC2632_btx,6486.089,4.233224,0.16439
2M05420780-5530028,lco25m,263-32-O_TESS,4630.114,2.595564,0.0055289
2M08064883+4457428,apo25m,175+31_MGA,4962.498,2.285123,-0.60463
2M08554360+0412384,apo25m,225+30,4846.785,2.967162,0.13203
2M08554360+0412384,apo25m,225+30,4843.066,2.989321,0.11285
2M07180845+7339294,apo25m,139+27_btx,4328.454,1.501248,-0.39937
2M22592843+6040471,apo25m,109+00,4235.153,1.889874,0.09651
2M13441679+4047310,apo25m,083+73_MGA,5101.381,3.303641,-0.37254
2M00534195-2202491,lco25m,120-85,4584.828,2.83005,0.3198
2M08060803+4136346,apo25m,178+30_MGA,4765.14,2.45979,-0.045724
2M08060803+4136346,apo25m,178+30_MGA,4767.276,2.503967,-0.031158
2M08170112+1750408,apo25m,K2_C5_207+26_btx,4765.749,2.761297,-0.2497
2M05224052+1317089,apo25m,191-12,3934.1,0.9560302,-0.51442
2M23282394+4930172,apo25m,109-12,3842.907,1.176023,0.010673
2M04024624+1611340,lco25m,175-27-O,4937.007,2.419244,-0.39163
2M04024624+1611340,lco25m,175-27-O,4929.845,2.409754,-0.41211
2M05111316+4755599,apo25m,160+06,4035.926,1.616716,0.19298
2M17255856+6325132,apo25m,CVZTILE_093+32_btx,4683.259,2.371912,-0.036539
2M06443488-0059189,apo25m,COROTA,4913.958,2.638628,-0.048823
2M06443488-0059189,apo25m,COROTA,4917.005,2.683789,-0.035731
2M07320809+5928403,apo25m,157+28_btx,3842.054,0.7772028,-0.63449
2M16464089+4108388,apo25m,064+39_MGA,4890.493,2.478186,-0.30232
2M19592156+4555432,apo25m,K14_080+08,4839.235,2.513839,-0.05441
2M07093140+0534091,apo25m,210+08,4861.517,2.495285,-0.20221
2M04203568+6031257,apo25m,146+08,3776.527,1.04571,-0.023116
2M06525412+1610286,apo25m,198+08,4834.47,2.469979,-0.16972
2M19031998+3853489,apo25m,K18_070+14,4427.387,1.862791,-0.279
2M15260476+3630331,apo25m,060+56,4287.907,1.818642,-0.37776
2M15260476+3630331,apo25m,060+56,4298.59,1.884164,-0.36736
2M07400767+2815582,apo25m,193+23_MGA,4923.199,2.436569,-0.35344
2M07400767+2815582,apo25m,193+23_MGA,4921.362,2.458137,-0.3489
2M22340802-0839316,lco25m,055-53-O,4822.071,2.385321,-0.20635
2M04502989+4548298,apo25m,161+00,4991.575,2.652054,-0.14743
2M07582747+3519597,apo25m,185+27_MGA,4692.013,2.357884,-0.15303
2M09015026+0317563,apo25m,226+31_MGA,4695.367,2.513311,-0.07165
2M19590458+6842008,apo25m,CVZ_OB05_btx,4529,2.422546,0.33388
2M19590458+6842008,apo25m,CVZ_OB05_btx,4510.901,2.352795,0.3148
2M22235721+6617031,apo25m,109+08,3884.685,0.9870524,-0.34557
2M06382273-0137075,apo25m,214-04,3980.657,0.9454499,-0.63172
2M06004474+1730565,apo25m,191-04,4528.079,2.2324,0.072825
2M15313626+3121249,apo25m,048+55_MGA,4638.456,2.39793,0.073621
2M05392914+1429589,apo25m,191-08,4027.719,1.031692,-0.596
2M16111880-1959588,apo25m,K2_C2_354+23,4222.945,1.49975,-0.63039
2M16111880-1959588,apo25m,K2_C2_354+23,4225.991,1.524521,-0.646
2M19190693+3932302,apo25m,K17_072+13,3847.565,0.857437,-0.6342
2M18583500+4906208,apo25m,K02_080+18,4897.794,3.06035,-0.016987
2M14024766+0244507,apo25m,340+60,4675.342,2.794321,-0.15925
2M00334118-7146419,lco25m,47TUC,6218.56,4.200474,-0.18121
2M03582207+5234450,apo25m,150+00,4547.013,2.142063,0.007117299
2M02415589-0535302,lco25m,179-57,6327.017,4.089502,-0.10254
2M00594404+6249063,apo25m,124+00,3761.104,0.9299769,-0.10802
2M04105171+2437427,apo25m,K2_C4_172-20,4606.876,2.628748,0.14464
2M04105171+2437427,apo25m,K2_C4_172-20,4608.546,2.619488,0.18879
2M04105171+2437427,apo25m,K2_C4_172-20,4609.117,2.642149,0.15609
2M06205424-6443206,lco25m,275-27-O_TESS,4654.767,2.865616,-0.031176
2M02011793+3325029,apo25m,138-26_btx,4489.417,1.972574,-0.38256
2M17084635-4145386,lco25m,345+00,3897.879,1.357486,0.12054
2M01062655+0954525,apo25m,K2_C8_130-53_btx,5121.605,3.221864,-0.059936
2M03483253+5510380,apo25m,146+00,3604.986,0.9197361,0.14549
